1.759300000000000100e-03,-1.006939999999999918e-02,-1.935780000000000139e-02,2.065749999999999878e-02,3.160679999999999740e-02,-1.194680000000000047e-02,1.466080000000000031e-03,-6.561600000000000332e-04,6.255430000000000192e-03,-4.713250000000000425e-03,5.459870000000000348e-03,7.381989999999999733e-03,3.396549999999999916e-03,1.010480000000000059e-02,3.385930000000000190e-02,2.002079999999999832e-02,-4.801729999999999714e-03,3.096089999999999953e-02,1.601939999999999961e-02,2.472939999999999861e-02,4.336550000000000127e-02,-3.083289999999999816e-04,4.039100000000000329e-03,4.098979999999999985e-02,1.204470000000000020e-02,2.215879999999999933e-02,3.545859999999999984e-02,5.230440000000000263e-03,1.889169999999999912e-03,-3.567299999999999811e-03,1.016530000000000038e-02,1.470729999999999954e-02,1.244929999999999995e-02,2.079579999999999970e-02,1.374389999999999987e-02,1.701700000000000088e-02,2.742740000000000108e-02,-2.401229999999999858e-03,-7.857070000000000720e-03,1.522880000000000067e-02,4.216190000000000215e-02,2.834249999999999964e-02,-3.464409999999999799e-03,-3.432570000000000239e-04,1.041019999999999966e-02,2.113469999999999932e-02,1.635990000000000014e-02,2.899159999999999932e-02,2.859120000000000064e-02,2.347010000000000068e-02,2.295820000000000152e-02,2.347830000000000056e-02,2.991450000000000012e-02,1.650510000000000171e-02,2.181400000000000006e-02,1.424270000000000050e-02,-2.862780000000000099e-03,2.293320000000000081e-02,1.068649999999999982e-02,4.264079999999999954e-03,8.883290000000000283e-03,-9.382999999999999848e-04,4.000229999999999585e-03,9.769119999999999193e-03
-1.729419999999999916e-02,1.004269999999999989e-02,-6.043690000000000000e-03,-9.706790000000000080e-04,3.747690000000000049e-02,5.411680000000000310e-03,-1.856949999999999920e-02,1.022290000000000004e-02,3.231880000000000169e-02,6.401679999999999870e-03,-8.194580000000000137e-04,1.144400000000000061e-03,1.007579999999999934e-02,1.598000000000000115e-02,1.105240000000000042e-02,2.556960000000000136e-02,3.204509999999999997e-02,1.962780000000000080e-02,-6.801459999999999624e-04,-4.312550000000000064e-03,6.961160000000000091e-03,4.407659999999999877e-03,4.133600000000000295e-03,2.048830000000000096e-02,1.480399999999999945e-02,2.625639999999999918e-02,2.735160000000000022e-02,1.013700000000000018e-02,3.350759999999999936e-03,2.326550000000000146e-03,3.194430000000000186e-02,2.022969999999999977e-02,1.589530000000000109e-02,3.385870000000000025e-04,-1.792090000000000002e-02,1.983180000000000012e-02,1.956779999999999978e-02,-1.006839999999999949e-03,2.031020000000000048e-02,2.415780000000000011e-02,2.484300000000000050e-02,4.056540000000000146e-02,7.399270000000000326e-03,-5.872239999999999925e-03,1.728079999999999894e-02,1.763759999999999981e-02,4.388370000000000270e-04,2.498049999999999923e-02,1.767950000000000077e-02,2.616599999999999829e-02,4.063370000000000176e-02,2.585640000000000160e-02,1.576479999999999895e-02,6.226960000000000134e-03,2.457640000000000172e-02,1.494949999999999925e-02,1.068460000000000069e-02,1.242689999999999940e-02,4.565080000000000006e-03,-1.462360000000000049e-02,-8.639169999999999836e-03,2.324910000000000171e-02,2.893029999999999994e-03,8.681899999999999340e-03
5.868899999999999595e-04,2.277619999999999992e-02,1.959970000000000115e-02,-1.029590000000000019e-02,-3.552099999999999876e-03,2.137440000000000173e-02,5.503909999999999879e-03,2.125179999999999951e-03,4.734020000000000242e-03,-8.938099999999999171e-03,1.033560000000000034e-02,1.210920000000000052e-02,5.308049999999999921e-03,2.871550000000000144e-02,1.447689999999999914e-02,3.812909999999999910e-02,3.883199999999999846e-02,1.902879999999999849e-02,2.615750000000000020e-02,1.826440000000000008e-02,7.109809999999999611e-04,2.181059999999999943e-02,1.754889999999999922e-02,1.000670000000000032e-02,3.241270000000000262e-02,1.667810000000000126e-02,8.497609999999999192e-03,2.153290000000000065e-02,1.997629999999999892e-02,1.580119999999999962e-03,2.051599999999999951e-02,1.572290000000000146e-02,1.178049999999999931e-02,1.981919999999999862e-02,1.255510000000000046e-03,2.379850000000000021e-02,2.656800000000000134e-02,2.561360000000000026e-02,3.393209999999999976e-02,-1.471950000000000081e-03,1.889280000000000126e-02,1.811489999999999975e-02,1.760340000000000169e-02,-2.155649999999999841e-03,6.920960000000000306e-03,3.854319999999999968e-02,2.649210000000000106e-02,2.699489999999999876e-02,1.871950000000000003e-02,2.243590000000000168e-02,2.307930000000000051e-02,3.158939999999999665e-02,2.017760000000000040e-02,1.671129999999999838e-02,2.303080000000000058e-02,2.635519999999999877e-02,1.325050000000000013e-02,8.992049999999999696e-03,3.454260000000000230e-04,2.947359999999999997e-03,1.491660000000000035e-02,2.255580000000000085e-02,5.321550000000000412e-03,-1.225700000000000053e-02
9.997580000000000702e-03,5.304460000000000425e-03,2.393259999999999832e-02,1.286920000000000078e-02,1.279349999999999932e-02,1.443889999999999930e-02,1.020689999999999965e-02,6.540340000000000389e-03,1.503230000000000018e-02,1.652170000000000027e-02,8.310110000000000760e-03,1.254429999999999955e-02,1.774099999999999983e-02,1.140359999999999985e-02,1.150580000000000006e-02,2.339410000000000101e-02,2.438449999999999993e-02,3.696379999999999805e-02,2.340340000000000129e-02,8.748449999999999629e-03,1.923029999999999878e-02,1.663059999999999886e-02,3.634269999999999862e-02,2.624080000000000162e-02,1.942889999999999895e-02,4.267379999999999785e-02,2.584809999999999885e-02,2.920379999999999851e-02,2.054479999999999848e-02,1.123490000000000079e-02,2.586089999999999917e-02,1.871760000000000090e-02,3.299060000000000187e-02,2.966610000000000080e-02,2.847059999999999869e-02,3.220130000000000214e-02,6.366580000000000156e-03,1.621119999999999853e-02,1.264419999999999954e-02,-3.917709999999999596e-03,1.825370000000000117e-02,2.645940000000000097e-02,2.138340000000000032e-02,8.224179999999999338e-03,2.531440000000000079e-02,2.873610000000000053e-02,3.988099999999999978e-02,3.922819999999999779e-02,7.466740000000000356e-03,2.307700000000000029e-02,2.174359999999999835e-02,1.366380000000000025e-02,3.609189999999999968e-03,1.041199999999999938e-02,2.343929999999999972e-02,9.601810000000000553e-03,1.290829999999999929e-02,2.229170000000000110e-02,-1.020590000000000039e-02,2.197529999999999969e-02,2.764120000000000119e-02,-4.512399999999999745e-03,7.093720000000000407e-03,-1.197430000000000022e-02
-1.019489999999999980e-02,-8.076349999999999502e-03,4.683879999999999749e-04,2.353829999999999898e-03,2.558720000000000005e-03,5.135429999999999856e-03,1.376089999999999952e-02,1.982489999999999947e-02,1.219420000000000052e-02,8.939640000000000433e-03,1.685230000000000061e-02,2.733090000000000085e-03,3.281239999999999851e-02,3.284279999999999838e-02,-7.929379999999999762e-04,1.260930000000000037e-02,2.846179999999999891e-02,2.706360000000000016e-02,1.606430000000000011e-02,9.818739999999999413e-03,2.089449999999999988e-02,9.309019999999999448e-03,2.560830000000000051e-02,1.928710000000000147e-02,-8.735929999999999390e-03,2.983919999999999975e-02,4.358460000000000112e-02,3.651759999999999728e-02,4.479849999999999804e-02,3.631970000000000337e-02,1.920749999999999888e-02,3.469420000000000143e-02,4.835729999999999890e-02,2.754950000000000107e-02,2.453520000000000006e-02,2.690259999999999874e-02,9.716439999999999799e-03,1.586749999999999966e-02,1.426610000000000031e-02,2.066530000000000103e-02,3.068020000000000122e-02,3.272549999999999765e-02,2.470970000000000111e-02,9.379429999999999365e-03,2.405670000000000031e-02,3.270719999999999877e-02,1.602680000000000077e-02,2.012380000000000072e-02,2.689199999999999924e-02,2.068410000000000040e-02,5.780650000000000024e-03,1.171890000000000084e-02,-1.039699999999999999e-02,-5.793859999999999635e-03,2.055020000000000110e-02,3.401780000000000082e-03,2.381049999999999833e-02,2.415760000000000129e-02,1.942610000000000170e-02,1.416000000000000071e-02,8.684729999999999880e-03,7.400770000000000091e-03,2.306750000000000207e-03,1.162550000000000042e-02
-1.356999999999999916e-03,1.444299999999999924e-03,3.758890000000000191e-04,-2.322050000000000156e-02,-8.097170000000000756e-03,2.782859999999999848e-02,1.311479999999999937e-02,6.756709999999999973e-03,-1.570819999999999899e-03,-2.619129999999999896e-03,9.782410000000000064e-03,1.267359999999999928e-03,1.377409999999999919e-02,1.837839999999999960e-02,1.281629999999999922e-02,5.006349999999999689e-02,3.787399999999999795e-02,3.023129999999999915e-02,2.922949999999999854e-02,2.861100000000000101e-02,2.541469999999999840e-02,2.353310000000000124e-02,2.062679999999999896e-03,-6.537190000000000015e-03,6.000750000000000008e-03,5.577140000000000396e-03,2.835270000000000151e-02,7.454350000000000212e-03,2.076880000000000046e-02,2.970350000000000074e-02,2.004799999999999985e-02,4.139570000000000055e-02,3.160029999999999784e-02,1.904120000000000118e-02,1.698490000000000069e-02,2.941200000000000064e-02,5.265190000000000148e-02,3.990919999999999884e-02,3.025790000000000077e-02,1.662030000000000104e-02,5.250380000000000325e-02,2.794320000000000137e-02,2.288669999999999941e-02,4.343110000000000026e-02,2.139500000000000082e-02,4.141240000000000199e-02,2.783050000000000107e-02,3.266259999999999997e-02,2.948840000000000142e-02,8.903449999999999602e-04,3.330960000000000171e-02,2.454869999999999969e-02,4.726239999999999608e-03,1.578059999999999879e-02,1.988849999999999993e-02,1.533400000000000041e-02,2.304000000000000145e-02,3.026349999999999874e-02,2.878649999999999959e-02,5.049559999999999813e-03,1.542920000000000055e-02,1.718489999999999948e-02,1.090430000000000045e-02,2.650579999999999950e-02
3.060749999999999929e-02,2.383330000000000171e-02,4.407870000000000364e-03,-1.506750000000000060e-03,2.326309999999999836e-02,2.545789999999999859e-02,7.149499999999999605e-03,4.507380000000000067e-03,2.176859999999999906e-02,1.326719999999999983e-02,4.259329999999999757e-04,1.877490000000000062e-02,9.055019999999999779e-04,2.816609999999999990e-04,2.094009999999999969e-02,2.011100000000000040e-02,1.586960000000000107e-02,2.110959999999999920e-02,2.319529999999999856e-02,9.731860000000000163e-03,2.445249999999999941e-03,2.187120000000000036e-02,2.293349999999999903e-02,1.086220000000000067e-02,2.138929999999999998e-02,3.434530000000000222e-02,8.607369999999999605e-03,5.046609999999999985e-03,3.856310000000000293e-02,2.336380000000000054e-02,2.254559999999999897e-02,2.551959999999999992e-02,6.834279999999999869e-03,2.118650000000000047e-02,2.897680000000000047e-02,1.221039999999999973e-02,3.407940000000000275e-02,3.892160000000000064e-02,4.268799999999999678e-02,3.708689999999999903e-02,4.194359999999999755e-02,3.561999999999999889e-02,2.216680000000000039e-02,2.632819999999999952e-02,3.555500000000000327e-02,2.724429999999999907e-02,1.976139999999999841e-02,2.837179999999999910e-02,1.832459999999999992e-02,1.274220000000000040e-02,5.558069999999999677e-02,5.281620000000000065e-02,2.569739999999999872e-02,1.626729999999999843e-02,3.304909999999999792e-02,2.921910000000000132e-02,3.491960000000000203e-02,4.641680000000000111e-02,2.361289999999999917e-02,5.725140000000000090e-03,1.406630000000000033e-02,2.591529999999999875e-02,1.819130000000000053e-02,3.447260000000000168e-03
1.523019999999999929e-02,1.900390000000000065e-02,2.742659999999999890e-02,2.261989999999999834e-02,9.989090000000000816e-03,2.754219999999999932e-02,1.933850000000000152e-02,3.346480000000000201e-03,1.872429999999999928e-02,1.864170000000000063e-02,1.392419999999999942e-02,6.022379999999999921e-03,1.128209999999999977e-02,2.282609999999999847e-02,1.080839999999999926e-02,-7.319649999999999594e-03,6.367799999999999849e-03,2.868059999999999967e-03,5.372919999999999779e-03,2.858810000000000170e-02,3.711480000000000334e-02,4.329589999999999828e-02,3.532550000000000273e-02,2.600900000000000087e-02,3.171870000000000245e-02,3.822099999999999803e-02,3.087070000000000092e-02,4.182840000000000169e-02,3.906099999999999850e-02,3.135870000000000324e-02,3.812410000000000104e-02,3.034749999999999948e-02,3.296460000000000189e-03,2.262810000000000168e-02,5.816020000000000217e-02,5.644350000000000062e-02,1.998720000000000011e-02,1.397420000000000086e-02,2.860110000000000083e-02,1.692849999999999910e-02,1.104989999999999965e-02,2.178710000000000022e-02,3.089130000000000001e-02,4.495609999999999884e-02,5.811430000000000068e-02,4.514259999999999801e-02,4.555850000000000177e-02,4.596419999999999673e-02,5.186600000000000238e-02,2.973160000000000039e-02,2.244509999999999908e-02,3.033210000000000073e-02,1.992930000000000049e-02,2.280779999999999960e-02,3.941850000000000215e-02,4.570910000000000251e-02,4.084709999999999730e-02,4.510429999999999995e-02,4.659259999999999791e-02,3.992509999999999809e-02,2.093880000000000047e-02,4.050759999999999778e-02,3.487139999999999684e-02,-3.281039999999999825e-03
-2.292059999999999844e-03,2.744819999999999812e-03,2.860889999999999961e-02,1.480219999999999973e-02,-1.423989999999999978e-02,5.990869999999999702e-03,2.425820000000000060e-02,7.879680000000000017e-04,9.797200000000000700e-03,4.113300000000000289e-02,2.183600000000000124e-02,6.919119999999999958e-03,1.487939999999999922e-02,1.888010000000000035e-02,1.896689999999999834e-02,2.637530000000000083e-02,5.479170000000000221e-03,1.031709999999999919e-02,2.454850000000000088e-02,2.813680000000000000e-02,6.280689999999999884e-02,5.547490000000000060e-02,2.347279999999999853e-02,1.786609999999999934e-02,2.979129999999999973e-02,3.652860000000000135e-02,5.015440000000000176e-02,2.417609999999999898e-02,1.669889999999999916e-02,5.072929999999999801e-02,4.913470000000000337e-02,4.309520000000000017e-02,3.720260000000000233e-02,1.773699999999999929e-02,3.933439999999999853e-02,6.532930000000000681e-02,5.007299999999999945e-02,2.394340000000000010e-02,4.065089999999999676e-02,2.201940000000000147e-02,7.120399999999999820e-03,4.425389999999999879e-02,5.225649999999999740e-02,4.940780000000000172e-02,4.591819999999999929e-02,3.712220000000000103e-02,6.538510000000000155e-02,6.126510000000000289e-02,5.062719999999999720e-02,5.178180000000000283e-02,4.495169999999999721e-02,2.686940000000000162e-02,9.473860000000000614e-03,4.312130000000000130e-02,4.189459999999999712e-02,4.670429999999999721e-02,4.096000000000000335e-02,4.523989999999999956e-02,4.734119999999999995e-02,2.192240000000000161e-02,2.887310000000000137e-03,4.398219999999999907e-02,5.626180000000000070e-02,4.002610000000000195e-02
1.216749999999999950e-02,7.958549999999999999e-03,1.613119999999999832e-02,9.217130000000000462e-03,-5.236450000000000132e-03,4.579999999999999870e-03,1.092450000000000018e-02,6.174129999999999896e-03,3.870450000000000106e-03,1.803410000000000082e-02,2.861899999999999861e-02,2.194329999999999892e-02,2.169039999999999857e-02,1.926220000000000016e-02,1.717770000000000061e-02,2.570659999999999959e-02,7.646199999999999698e-03,1.637649999999999870e-02,5.055529999999999746e-02,4.327380000000000115e-02,1.763460000000000027e-02,2.880989999999999940e-02,3.162639999999999896e-02,2.473420000000000132e-02,1.398950000000000020e-02,3.844170000000000226e-02,6.136910000000000281e-02,1.511709999999999963e-02,3.954479999999999801e-02,5.764230000000000048e-02,3.490240000000000009e-02,3.111389999999999989e-02,4.620629999999999876e-02,4.699539999999999967e-02,5.690810000000000313e-02,2.601530000000000162e-02,7.671889999999999786e-03,3.118539999999999854e-02,3.745029999999999887e-02,6.340490000000000015e-02,6.254780000000000062e-02,5.564449999999999952e-02,3.975650000000000017e-02,1.474959999999999986e-02,2.888330000000000064e-02,4.484570000000000223e-02,5.718469999999999803e-02,3.656199999999999728e-02,4.029590000000000255e-02,5.391569999999999696e-02,5.482780000000000292e-02,5.774139999999999828e-02,3.139920000000000211e-02,6.365949999999999387e-02,6.390619999999999634e-02,4.587429999999999980e-02,6.304619999999999669e-02,7.736099999999999921e-02,4.753450000000000036e-02,1.931810000000000124e-02,1.534130000000000042e-02,5.543950000000000267e-02,7.605459999999999998e-02,5.273950000000000166e-02
